sample,pvalue,foldchange
CAMKK1,0.01665989440290299,1.1838597714415084
HMGB3P1,0.03471404082418607,2.708640531827824
LOC84856,0.008108236140051734,1.3910437526162374
LOC100128640,0.06211227084062628,0.7890089138151755
RPL36AL,0.003986063083839559,0.9683089867714916
CHMP7,0.00019922486290317417,1.0869635521544956
CHMP6,0.18577692785736002,0.9724992690872881
CHMP5,0.0012498092910075457,1.0456216003983214
OR52N4,0.06615459734789222,1.4067148508051182
OR52N5,5.762013948941072e-07,0.0
OR52N2,0.01632419146099575,2.412708251588068
OR52N1,0.007581512502900632,3.4501257652698025
LY6G6C,0.09049639094765764,0.5298412112657531
HOXA13,3.566068567989425e-21,7.3481561066443
LY6G6E,3.52182071619402e-08,6.338539706155846
LY6G6F,0.00017285186966121328,2.907987543711525
HOXA10,2.450518198329412e-34,7.078314778103428
GALNTL5,0.002574285568464332,4.217968075927525
GALNTL4,1.777897758695129e-06,1.2704068240507975
GALNTL6,0.0028999395138950695,1.9354008141688526
GALNTL1,0.004422583647926994,0.6642275683423722
GALNTL2,0.00020209483813561703,0.5575028112271101
LOC100506462,0.0004047871060928148,1.2344948141768022
TDH,0.04870467760299947,0.5197694313182334
KRTAP11-1,0.8193304428793129,0.8231921184261152
TDG,1.742704372196697e-17,1.3646456524638468
HN1,0.0006090616390190358,1.1990677035432034
BC104003,7.824202206871772e-10,1.1623157514448996
DD431424,0.08705147951635098,0.0
GOLGA8IP,9.356365548599996e-05,3.292932198278862
LRRC27,0.17766875144478816,1.07739229812955
LRRC26,0.522801541365749,1.0753314541584411
LRRC25,9.260494428691022e-05,1.3366003709798826
LRRC24,1.4865876719385456e-09,1.2228051142132712
KIAA1522,0.0011845529470331114,1.125783780822572
MPDU1,0.3355370902897131,1.0360476189398948
LRRC20,0.006314484426358408,1.1742155739746092
LRRC29,0.5743233338359588,0.9708676582274648
LRRC28,0.942723019310991,0.9980638434580583
GCNT4,6.039920696219613e-10,0.3944941964986916
GCNT7,1.3454990430312423e-16,2.3421299986258073
GCNT1,0.5410801956316567,1.0665514600372965
GCNT3,0.04911269335449435,1.1991857951086438
GCNT2,1.6376453473158119e-06,0.709727661931928
LPCAT4,0.7389454193192533,1.0124605255662655
LPCAT2,6.356894050520602e-06,1.1567909804451904
LPCAT3,0.12023666398296677,1.0526875147739294
LPCAT1,5.041727339449328e-15,1.4709140255910513
TAGLN,7.614328968857367e-05,0.80782814173198
SNAPC3,0.1271898003857352,1.0512169035458279
ALPP,1.909221977876887e-30,61.85257765545137
CCDC170,0.30981210608859033,1.1536992844283327
CCDC171,4.3625818893795516e-05,1.2283140677747852
PDK1,0.011385043235803388,0.9078218360814361
PDK3,0.1901161946840943,0.9139403949443728
PDK2,0.00023712547550440707,0.9035383981556345
EBP,0.014600298305966042,1.1112887458048317
PDK4,4.1623578485111195e-08,0.6078535606130362
LNPEP,0.9632267801027357,1.0026506175694598
ALPI,0.05144257222352646,0.5016017086477448
SEC61A1,1.9211826658155843e-07,1.1176656962657152
SEC61A2,4.990991022198254e-19,1.5962090253998307
ALPL,0.009565062230868506,1.1942816611019669
PECR,0.13906335166455655,0.9225128290112725
MIR193A,0.5255883719677629,0.8201768961059898
MIR193B,0.9382833875954792,1.0605113718533372
HAS2-AS1,0.12245528415484697,1.1930904899623458
LOC400620,0.0006655480552881692,2.9414726885707423
LOC100507412,9.680449360801444e-07,1.228630886106467
LOC100507410,1.2998017417830417e-14,3.420245439033995
CTAGE11P,2.898220291858979e-10,3.8190111918472387
D21S2088E,0.030737560989379107,3.107799819657348
DDIT3,7.163935672042016e-06,1.1577095893417042
DDIT4,0.1843438940437385,1.0435256092657272
RIIAD1,0.22343614976335607,0.7426395758278883
OR5R1,0.1209741344484965,4.448355263157895
GOLGA8E,0.23948675817574847,1.9806279312141741
GOLGA8F,0.0005650509546083925,5.136494960806273
GOLGA8A,8.196537741427017e-10,1.8807392272706884
GOLGA8C,0.008294589832444115,8.478479036574488
GOLGA8B,1.136821988898732e-06,1.7446703715527287
CT45A1,9.676329064707465e-05,12.062058130400624
PTPMT1,7.655114659210372e-07,1.0953588405791408
CT45A2,0.0008606259258733444,0.0
CT45A5,9.001767962470303e-11,109.2996148908857
CT45A4,7.569628592240137e-05,0.0
CT45A6,1.173712347935488e-05,0.0
VMO1,6.338520608904859e-14,1.7236574287966384
ATP5C1,0.05544722500585571,1.021973900863581
MIR638,0.00026904402055672014,1.6546070036333536
MIR635,0.0011892326661056087,1.2339120073857972
MIR634,0.08077589675740729,1.8338008004228636
MIR636,5.4303501953855e-08,1.1175530897850834
MIR631,0.020394385454705507,1.262111305969068
MIR630,0.48634324615309066,1.0912151230566152
LINC00320,0.5399894364936328,1.32018699074288
NPC2,0.00028561765237642187,1.0606290435795565
NPC1,5.994271697528288e-13,1.2536208434478966
LINC00323,0.007414948926500958,1.4476547956955945
LINC00324,0.09900701744447407,0.9044253356057359
LINC00326,0.001739614030065179,26.330405631914186
LINC00327,0.3174541994583109,0.8266049749036817
C3orf58,0.14013361668971036,1.066634380100031
RAB3GAP2,1.4030005771422602e-12,1.2477383438107648
BHLHA15,0.013434016857370243,0.6812548646876286
RAB3GAP1,0.16151966776604337,1.0371411658335592
C3orf51,0.05175763687074426,1.809703387761082
C3orf52,0.00020353419921106575,1.4490283509862574
C3orf55,0.053760895382881486,0.7499845465520659
C3orf56,0.05696998728385429,11.678707093821512
DAG1,1.4890911134312814e-11,1.153162714457069
ETHE1,0.32834580308202965,1.0332958348515275
AL357213,6.358491858589666e-08,1.293463235359207
AK056490,0.0007393679020692135,0.47550077504489435
KDM1A,2.18824591756291e-21,1.2034347208668639
KDM1B,3.0469866883057893e-16,1.3643698367365849
LOC649395,5.116615278347471e-23,3.1016699294237524
SLC36A2,0.008494455075542423,2.889714727996462
OR1S1,0.007969812418238081,0.0
OR1S2,0.0004000726195208077,0.0
MIR2355,0.02641591106305946,2.1051080528936787
AX748125,3.769154925634428e-27,3.882849445733127
DQ592682,1.431398042999265e-09,1.605718123779091
FCER1G,1.6068353873517058e-06,1.2311076362908957
BTG4,1.4675958534539394e-05,6.030765019344478
FCER1A,7.354167704994034e-10,0.4247041254913539
BTG2,9.965718421484065e-06,0.7955626893996678
BTG1,0.3611709111807737,0.9795664580440506
DQ592688,0.003192273689585481,0.0
JA611274,0.3766242958591237,0.550219723218683
JA611275,5.0648979255083374e-05,0.0
JA611272,0.004088177889636328,0.0
JA611273,5.3180692843687455e-06,3.6363695665065525
SRD5A3,5.912146106198845e-05,1.1959240700598524
SRD5A2,0.001876273417494536,1.982754423417495
SRD5A1,0.0009751154569552929,1.2387703176926348
JA611279,1.9703362848871317e-07,1.847406433334354
GGA1,7.361120299301442e-09,1.1096695249773563
GGA3,2.1818526427069807e-07,1.1195622400228462
GGA2,9.0127578683116e-06,1.127577379172306
FHOD1,1.2109664489905782e-20,1.5331015887398858
FHOD3,0.1350262818702954,0.8079262432593993
MIR545,0.09280180426854259,1.9363860863894429
C4orf6,0.3504010637256405,0.6789575946581415
DQ600292,0.003625788865607281,0.0
GJC2,0.13504742431998218,0.81999226170333
C4orf3,8.24251043140619e-05,0.8803649198178185
GJC1,0.40171925506332373,0.8702515577396075
PSMB9,0.00036712696185720663,1.206135162470823
PSMB8,0.00031620537364390175,1.152258825325853
STAMBPL1,7.802046710686994e-25,2.3001074248610087
PSMB6,0.35078938545526694,1.0094821489985732
PSMB5,4.223883369297669e-11,1.0800420110761237
PSMB4,3.4423927200106014e-09,1.0903399728031684
PSMB3,6.11830783857608e-12,1.119891499095176
PSMB2,3.1307616044371954e-20,1.191448010753182
DQ593480,0.06868944453199353,4.446407793262075
LMBR1L,0.17541014614325512,1.0412236142742175
PNMA1,0.2367268760888887,0.9498080818526727
AX747577,0.25171814510417634,1.1189796145350408
TDGF1,0.02921271324759119,1.3820626592733138
AX747578,0.040196999393821466,4.906729939603106
DQ574810,0.014309450229637082,0.0
LOC285103,2.0863175934483798e-07,4.421630890639005
PNMA2,8.524899885465096e-09,1.723874035739385
PNMA5,1.6522562638991148e-06,11.994137224063367
LTN1,0.003619509372031087,1.086377731039841
TRIML2,0.00018236906589555815,6.601993510178542
C9orf142,1.2602713639710595e-10,1.1870953948177634
TRIML1,0.0019418892633221664,4.238757508879113
NACC2,0.17500715698233968,0.9049552306919585
VPS13D,0.27214385023480836,0.9512224321780306
NACC1,2.6454566780425297e-11,1.1574974776102753
VPS13A,8.731310524600915e-07,1.2409962318874013
SH3KBP1,4.93449345552926e-12,1.4699801939922703
VPS13C,3.439108204212088e-05,1.2510646141396202
VPS13B,1.8624409633159878e-05,1.2518654124770001
BEX5,0.00026551069417910813,0.7526894291091057
BEX4,2.4467611344234207e-07,0.7027175517153332
BEX2,1.0697630962700383e-09,0.6074446610750864
BEX1,0.004197437333818616,0.6279059188695191
TMEM160,4.763573533737051e-06,1.1053781585959885
TMEM163,0.34689578760072814,1.1197049151265421
TMEM165,1.0432205888805758e-10,1.1611481505224692
TMEM164,1.8628614273424875e-06,1.2557368759562437
DQ571282,9.878497790909065e-06,0.0
FOXN4,0.00016168319419479794,3.1341745980097055
TMEM168,1.54424957410192e-14,1.268246684452002
EVI2B,0.825402337838193,1.014846711893528
FOXN1,0.05902756840897057,0.33594549122680006
FOXN2,4.0840801384333276e-22,1.431453380623169
FOXN3,0.0001170281091694136,0.8816453842714824
NICN1,0.000400804641789378,0.9090439627819441
DQ572955,,0.0
MEG3_1,0.2519904296818657,0.35707151150240085
DQ570882,0.7896753800760491,0.9131820054204082
IFFO1,0.9717328624226296,1.0031593967834078
IFFO2,0.03192866126864858,1.2242506966308133
DQ571750,0.04014851013597709,0.0
DQ574505,0.1669818371754841,1.2369254054801964
SNAP91,0.0023382357459273352,0.39746685088790334
C11orf35,1.3797167209433347e-05,1.458686696184435
C11orf34,0.006298699529527131,1.660946096267647
C11orf36,0.023719107644657747,3.525708748438351
C11orf31,3.6516178486702964e-05,1.1030276686511886
C11orf30,4.4675972992904374e-05,1.187730935140075
LOC284276,3.784985018499308e-05,0.4342815996834421
GABRA3,1.200943937199545e-07,3.5562515434788073
IFNA6,0.8622276575938318,0.8588679304997308
MACROD2,0.010104460884647726,1.3359512708142787
MACROD1,0.00825448245979389,1.0602662643546468
BC041900,9.237515470524216e-06,5.305037150040962
15-Sep,7.707519608831737e-07,1.1002294380663293
LOC255167,0.00022196753290625005,0.34866323788840636
M1,0.10436830866155825,1.9594602935050722
FAM64A,2.1987275564927483e-19,2.478633200341968
LOC100130015,1.5735916864443127e-05,1.214542000355832
FAM92A1,0.05197042717982235,1.149034134959228
UGT2A1,4.941165503505016e-07,7.751561625582945
C8orf49,0.31171709825694066,1.1452726369436346
C8orf48,0.005090334142633044,0.741780040479918
C8orf47,0.8487788138377091,1.0263636503404072
C8orf46,0.0069680839427062255,0.37031263279979254
C8orf44,5.133159900620022e-12,1.6171059537680759
C8orf42,0.002993960305926202,0.6882556526222398
TP53I3,0.1260208586362638,0.9231558635592365
C8orf40,0.6126592644435049,0.98987023796605
AK097787,1.31569729358793e-07,6.013756810469531
MB,0.00497429678223458,0.5967776677298261
BC035052,0.08538504691068005,1.1337163547944782
DQ587429,0.0008207440277264996,0.0
DUX4L4,,0.0
DUX4L3,0.05386512740955327,0.0
SLC18A3,0.0007730775657400424,0.21299630637644018
SLC18A2,5.3815325392291075e-14,1.317606215812323
SLC18A1,0.21293753110104624,0.7346881390711343
BC049825,2.9549966303126025e-19,2.3991491928153943
RALBP1,1.7870122475116277e-07,1.1254026814998046
DQ572382,0.005259149628629358,1.583920057364973
ZNF831,0.04325674088109464,1.3218271271332742
ZNF830,1.0669496904988354e-07,1.1037596377006154
ZNF835,0.01899163782709656,0.6558166639185066
DJ417906,0.0005567743126074596,1.1505383547035666
ZNF837,0.0804600211918171,0.9286577092687733
ZNF836,0.00039499942798642304,1.1592082549070564
ZNF839,0.08121095193700958,1.0578262832050176
LRIF1,4.320560395590416e-09,1.1808077913438615
AK090788,0.12801568676366765,0.45070543135989344
PHAX,0.002369827489489103,1.0738818921671205
DQ581863,0.21655552205821355,0.738906061421
DQ581862,0.7958533974405957,1.0307796024249087
MLK7-AS1,0.28059743559745537,1.12604422517248
DQ586485,0.012219210200708385,3.418632106582245
TSPY8,0.3989493518353614,2.628947368421053
MIR4773-2,0.0038954754545213605,27.84803992740472
MIR4773-1,0.0038954754545213605,27.84803992740472
SBSPON,4.040119236668173e-05,0.5692468879522276
ZPBP,0.3074487079021822,1.414619651347068
TSPY2,0.21132122404778306,12.68396732352208
TSPY1,0.2322299007589586,0.0
SLC17A8,0.07733332642698268,0.28997284911755733
SLC17A9,1.5865149917543494e-12,2.0556768579594045
RAB33B,0.03796246847952328,1.0884259997575538
SLC17A4,0.5046960193555231,1.2036921715272155
BC048192,8.53612193943117e-10,1.5336579387571407
SLC17A6,0.0030219937542756733,6.823903508771927
SLC17A7,0.0005098567808433344,0.5078436286795424
SLC17A1,4.539621624254829e-05,3.4200129866423117
SLC17A2,0.0009674125624159549,9.4655504587156
SLC17A3,0.0010791571240688158,2.8747570514339893
C16orf58,3.842077611038049e-06,1.1043124854824682
C16orf59,2.6745893603571954e-22,2.7298269639428354
C16orf52,0.0028175929445175543,1.1403821833678447
C16orf53,2.102938647339382e-06,1.1722434347660855
C16orf57,7.753591390588725e-11,1.1524944590849664
C16orf54,0.0284167472130376,0.7524810094187241
C16orf55,2.488755835354006e-18,1.6284013058266087
ITCH,0.00033803862261127756,1.1103128364871508
CHMP4B,0.052355122784162975,1.0230198332749094
CHMP4C,0.0023334375289520803,1.2727711371347958
DQ581281,0.09623442712563815,1.2998294148923162
COBLL1,0.7253770711290393,0.9786687255326505
ST5,0.0006380510429751973,0.9009098504398529
ST7,1.2489264942645637e-11,1.174601750349435
TMEM173,2.575674540855945e-07,1.1609187454821304
STL,0.001110207932768954,0.5761100837367793
ZNF304,0.18590455894596364,1.0800232557799208
STH,0.3097540071880876,0.6245438754047221
ZNF302,0.012992686549065343,1.1293128486808568
ZNF300,0.005815427112719662,1.2095023408898444
MIR4534,0.2272869186630256,1.4829773914404396
STS,0.8038505443670534,1.0152330441055153
LOC100505839,0.3679709789312702,1.2786501184314596
HOXB13,1.3566111510960805e-05,2.3887416649756723
IFT80,8.884993506159298e-16,1.576833517892764
BC033456,0.4055590890872657,0.8131657762841558
MIR4530,0.004788961617528237,0.41694473353345657
PPP3CA,2.5765690330131667e-16,1.1903608797509577
PPP3CB,0.4505931699109621,0.9721804159939427
PPP3CC,0.6498057112099653,0.9830484785560263
LIF,4.428250913253041e-24,2.721863995778113
RPL12,0.10670176305538044,1.0200565163652897
RPL13,0.09159080578147974,0.9816697614448646
NCF1,0.9834334328418448,1.002603198076075
NPY6R,0.007085301941564364,0.2654805920132236
DQ584505,0.046773159900946305,0.0
RPL18,0.2988139608770327,1.0107470841007882
ADRA2A,0.08173263397952268,1.1726330266859555
ADRA2B,0.05740880002099256,1.2432367088495468
ADRA2C,0.0013538058358189319,1.3692997662148043
TEX26,0.026238760697887074,0.6155243464718596
TEX22,4.0648340757451216e-08,1.7131740425594664
TEX28,0.00399976602245206,5.416265060240966
TEX29,2.074072523615165e-06,2.077983632498212
AL360260,0.42702138720337246,0.9237297077015827
SYT8,1.048220363820256e-05,1.662263127357536
SYT9,0.2773464745130586,0.8102934089374478
MTCH2,9.42750669866774e-06,1.1229217149561037
MTCH1,5.375182794020751e-05,1.042705642108595
SYT1,0.893239972835198,1.0267860105616984
SYT2,0.013856444165819175,1.3328682618379932
SYT3,0.0006927466997730107,1.7449661331907895
SYT4,0.000373557116934094,0.34205631881698884
SYT5,0.6392175471227507,1.070150200872033
SYT6,0.5082608673884352,1.1489591686105858
SYT7,3.2494329468501846e-08,2.3801432365140274
TIAL1,1.7790558788011676e-10,1.126562926652286
IGKV1-12,0.009528649491459144,0.3233872223220166
FUBP3,5.388981872561562e-08,1.1330845670130516
FUBP1,1.7887317425370352e-21,1.2143599739407094
CTBP1-AS1,4.95469819628762e-09,1.1663026327066128
MARCO,0.1275598372919675,1.2587686525256745
SAP30,0.9332277572992654,0.9967513683995484
DQ587855,0.025102472773852913,1.1121077058197628
NBL1,0.1315039847434058,0.9736667471132234
HSFX2,0.317948531723276,0.0
BC032415,0.00012252558572522525,1.4962367904136396
HSFX1,0.32398502626512726,0.0
